Date,Region,SpeciesRichness
2023/03/06,DE-SH-NF,11
2023/03/07,DE-SH-KI,0
2023/03/07,DE-SH-NF,8
2023/03/08,DE-SH-KI,0
2023/03/08,DE-SH-NF,8
2023/03/09,DE-SH-KI,0
2023/03/09,DE-SH-NF,0
2023/03/10,DE-SH-KI,0
2023/03/10,DE-SH-NF,34
2023/03/11,DE-SH-KI,0
2023/03/11,DE-SH-NF,0
2023/03/12,DE-SH-KI,0
2023/03/12,DE-SH-NF,1
2023/03/13,DE-SH-KI,1
2023/03/13,DE-SH-NF,12
2023/03/14,DE-SH-KI,0
2023/03/14,DE-SH-NF,15
2023/03/15,DE-SH-KI,0
2023/03/15,DE-SH-NF,0
2023/03/16,DE-SH-KI,0
2023/03/16,DE-SH-NF,0
2023/03/17,DE-SH-KI,0
2023/03/17,DE-SH-NF,60
2023/03/18,DE-SH-KI,0
2023/03/18,DE-SH-NF,37
2023/03/19,DE-SH-KI,0
2023/03/19,DE-SH-NF,38
2023/03/20,DE-SH-KI,0
2023/03/20,DE-SH-NF,32
2023/03/21,DE-SH-KI,1
2023/03/21,DE-SH-NF,0
2023/03/22,DE-SH-KI,0
2023/03/22,DE-SH-NF,21
2023/03/23,DE-SH-KI,0
2023/03/23,DE-SH-NF,5
2023/03/24,DE-SH-KI,8
2023/03/24,DE-SH-NF,16
2023/03/25,DE-SH-KI,0
2023/03/25,DE-SH-NF,38
2023/03/26,DE-SH-KI,0
2023/03/26,DE-SH-NF,0
2023/03/27,DE-SH-KI,0
2023/03/27,DE-SH-NF,6
2023/03/28,DE-SH-KI,12
2023/03/28,DE-SH-NF,15
2023/03/29,DE-SH-KI,0
2023/03/29,DE-SH-NF,24
2023/03/30,DE-SH-KI,0
2023/03/30,DE-SH-NF,15
2023/03/31,DE-SH-KI,1
2023/03/31,DE-SH-NF,2
2023/04/01,DE-SH-KI,0
2023/04/01,DE-SH-NF,11
2023/04/02,DE-SH-KI,0
2023/04/02,DE-SH-NF,39
2023/04/03,DE-SH-KI,0
2023/04/03,DE-SH-NF,0
2023/04/04,DE-SH-KI,0
2023/04/04,DE-SH-NF,11
2023/04/05,DE-SH-KI,0
2023/04/05,DE-SH-NF,3
2023/04/06,DE-SH-KI,0
2023/04/06,DE-SH-NF,0
2023/04/07,DE-SH-KI,0
2023/04/07,DE-SH-NF,48
2023/04/08,DE-SH-KI,0
2023/04/08,DE-SH-NF,38
2023/04/09,DE-SH-KI,1
2023/04/09,DE-SH-NF,25
2023/04/10,DE-SH-KI,0
2023/04/10,DE-SH-NF,47
2023/04/11,DE-SH-KI,0
2023/04/11,DE-SH-NF,18
2023/04/12,DE-SH-KI,0
2023/04/12,DE-SH-NF,16
2023/04/13,DE-SH-KI,0
2023/04/13,DE-SH-NF,50
2023/04/14,DE-SH-KI,0
2023/04/14,DE-SH-NF,0
2023/04/15,DE-SH-KI,7
2023/04/15,DE-SH-NF,0
2023/04/16,DE-SH-KI,32
2023/04/16,DE-SH-NF,9
2023/04/17,DE-SH-KI,0
2023/04/17,DE-SH-NF,62
2023/04/18,DE-SH-KI,15
2023/04/18,DE-SH-NF,51
2023/04/19,DE-SH-KI,0
2023/04/19,DE-SH-NF,55
2023/04/20,DE-SH-KI,16
2023/04/20,DE-SH-NF,40
2023/04/21,DE-SH-KI,5
2023/04/21,DE-SH-NF,83
2023/04/22,DE-SH-KI,0
2023/04/22,DE-SH-NF,57
2023/04/23,DE-SH-KI,0
2023/04/23,DE-SH-NF,70
2023/04/24,DE-SH-KI,0
2023/04/24,DE-SH-NF,55
2023/04/25,DE-SH-KI,0
2023/04/25,DE-SH-NF,36
2023/04/26,DE-SH-KI,1
2023/04/26,DE-SH-NF,53
2023/04/27,DE-SH-KI,0
2023/04/27,DE-SH-NF,41
2023/04/28,DE-SH-KI,0
2023/04/28,DE-SH-NF,76
2023/04/29,DE-SH-KI,19
2023/04/29,DE-SH-NF,38
2023/04/30,DE-SH-KI,23
2023/04/30,DE-SH-NF,82
2024/03/01,DE-SH-KI,7
2024/03/01,DE-SH-NF,33
2024/03/02,DE-SH-KI,0
2024/03/02,DE-SH-NF,51
2024/03/03,DE-SH-KI,11
2024/03/03,DE-SH-NF,45
2024/03/04,DE-SH-KI,11
2024/03/04,DE-SH-NF,40
2024/03/05,DE-SH-KI,1
2024/03/05,DE-SH-NF,34
2024/03/06,DE-SH-KI,0
2024/03/06,DE-SH-NF,45
2024/03/07,DE-SH-KI,0
2024/03/07,DE-SH-NF,29
2024/03/08,DE-SH-KI,14
2024/03/08,DE-SH-NF,58
2024/03/09,DE-SH-KI,0
2024/03/09,DE-SH-NF,51
2024/03/10,DE-SH-KI,0
2024/03/10,DE-SH-NF,52
2024/03/11,DE-SH-KI,0
2024/03/11,DE-SH-NF,41
2024/03/12,DE-SH-KI,0
2024/03/12,DE-SH-NF,65
2024/03/13,DE-SH-KI,29
2024/03/13,DE-SH-NF,3
2024/03/14,DE-SH-KI,22
2024/03/14,DE-SH-NF,0
2024/03/15,DE-SH-KI,0
2024/03/15,DE-SH-NF,0
2024/03/16,DE-SH-KI,14
2024/03/16,DE-SH-NF,13
2024/03/17,DE-SH-KI,8
2024/03/17,DE-SH-NF,0
2024/03/18,DE-SH-KI,22
2024/03/18,DE-SH-NF,0
2024/03/19,DE-SH-KI,21
2024/03/19,DE-SH-NF,4
2024/03/20,DE-SH-KI,12
2024/03/20,DE-SH-NF,0
2024/03/21,DE-SH-KI,16
2024/03/21,DE-SH-NF,4
2024/03/22,DE-SH-KI,16
2024/03/22,DE-SH-NF,0
2024/03/23,DE-SH-KI,0
2024/03/23,DE-SH-NF,47
2024/03/24,DE-SH-KI,0
2024/03/24,DE-SH-NF,0
2024/03/25,DE-SH-KI,19
2024/03/25,DE-SH-NF,19
2024/03/26,DE-SH-KI,2
2024/03/26,DE-SH-NF,63
2024/03/27,DE-SH-KI,31
2024/03/27,DE-SH-NF,56
2024/03/28,DE-SH-KI,0
2024/03/28,DE-SH-NF,67
2024/03/29,DE-SH-KI,0
2024/03/29,DE-SH-NF,57
2024/03/30,DE-SH-KI,0
2024/03/30,DE-SH-NF,7
2024/03/31,DE-SH-KI,17
2024/03/31,DE-SH-NF,70
2024/04/01,DE-SH-KI,20
2024/04/01,DE-SH-NF,4
2024/04/02,DE-SH-KI,16
2024/04/02,DE-SH-NF,44
2024/04/03,DE-SH-KI,13
2024/04/03,DE-SH-NF,1
2024/04/04,DE-SH-KI,20
2024/04/04,DE-SH-NF,0
2024/04/05,DE-SH-KI,23
2024/04/05,DE-SH-NF,33
2024/04/06,DE-SH-KI,28
2024/04/06,DE-SH-NF,30
2024/04/07,DE-SH-KI,26
2024/04/07,DE-SH-NF,24
2024/04/08,DE-SH-KI,26
2024/04/08,DE-SH-NF,31
2024/04/09,DE-SH-KI,17
2024/04/09,DE-SH-NF,0
2024/04/10,DE-SH-KI,8
2024/04/10,DE-SH-NF,2
2024/04/11,DE-SH-KI,9
2024/04/11,DE-SH-NF,6
2024/04/12,DE-SH-KI,12
2024/04/12,DE-SH-NF,5
2024/04/13,DE-SH-KI,28
2024/04/13,DE-SH-NF,25
2024/04/14,DE-SH-KI,16
2024/04/14,DE-SH-NF,38
2024/04/15,DE-SH-KI,23
2024/04/15,DE-SH-NF,32
2024/04/16,DE-SH-KI,14
2024/04/16,DE-SH-NF,45
2024/04/17,DE-SH-KI,15
2024/04/17,DE-SH-NF,26
2024/04/18,DE-SH-KI,0
2024/04/18,DE-SH-NF,42
2024/04/19,DE-SH-KI,4
2024/04/19,DE-SH-NF,45
2024/04/20,DE-SH-KI,23
2024/04/20,DE-SH-NF,18
2024/04/21,DE-SH-KI,20
2024/04/21,DE-SH-NF,49
2024/04/22,DE-SH-KI,16
2024/04/22,DE-SH-NF,24
2024/04/23,DE-SH-KI,12
2024/04/23,DE-SH-NF,6
2024/04/24,DE-SH-KI,8
2024/04/24,DE-SH-NF,64
2024/04/25,DE-SH-KI,16
2024/04/25,DE-SH-NF,68
2024/04/26,DE-SH-KI,22
2024/04/26,DE-SH-NF,57
2024/04/27,DE-SH-KI,18
2024/04/27,DE-SH-NF,58
2024/04/28,DE-SH-KI,28
2024/04/28,DE-SH-NF,97
2024/04/29,DE-SH-KI,20
2024/04/29,DE-SH-NF,84
2024/04/30,DE-SH-KI,5
2024/04/30,DE-SH-NF,71
2025/03/01,DE-SH-KI,22
2025/03/01,DE-SH-NF,10
2025/03/02,DE-SH-KI,33
2025/03/02,DE-SH-NF,0
2025/03/03,DE-SH-KI,24
2025/03/03,DE-SH-NF,0
2025/03/04,DE-SH-KI,21
2025/03/04,DE-SH-NF,60
2025/03/05,DE-SH-KI,21
2025/03/05,DE-SH-NF,83
2025/03/06,DE-SH-KI,30
2025/03/06,DE-SH-NF,4
2025/03/07,DE-SH-KI,19
2025/03/07,DE-SH-NF,24
2025/03/08,DE-SH-KI,32
2025/03/08,DE-SH-NF,62
2025/03/09,DE-SH-KI,21
2025/03/09,DE-SH-NF,46
2025/03/10,DE-SH-KI,16
2025/03/10,DE-SH-NF,0
2025/03/11,DE-SH-KI,14
2025/03/11,DE-SH-NF,15
2025/03/12,DE-SH-KI,23
2025/03/12,DE-SH-NF,9
2025/03/13,DE-SH-KI,11
2025/03/13,DE-SH-NF,5
2025/03/14,DE-SH-KI,16
2025/03/14,DE-SH-NF,0
2025/03/15,DE-SH-KI,13
2025/03/15,DE-SH-NF,0
2025/03/16,DE-SH-KI,24
2025/03/16,DE-SH-NF,0
2025/03/17,DE-SH-KI,24
2025/03/17,DE-SH-NF,0
2025/03/18,DE-SH-KI,30
2025/03/18,DE-SH-NF,0
2025/03/19,DE-SH-KI,23
2025/03/19,DE-SH-NF,1
2025/03/20,DE-SH-KI,38
2025/03/20,DE-SH-NF,19
2025/03/21,DE-SH-KI,30
2025/03/21,DE-SH-NF,41
2025/03/22,DE-SH-KI,36
2025/03/22,DE-SH-NF,36
2025/03/23,DE-SH-KI,38
2025/03/23,DE-SH-NF,53
2025/03/24,DE-SH-KI,38
2025/03/24,DE-SH-NF,16
2025/03/25,DE-SH-KI,23
2025/03/25,DE-SH-NF,11
2025/03/26,DE-SH-KI,0
2025/03/26,DE-SH-NF,3
2025/03/27,DE-SH-KI,27
2025/03/27,DE-SH-NF,1
2025/03/28,DE-SH-KI,20
2025/03/28,DE-SH-NF,40
2025/03/29,DE-SH-KI,19
2025/03/29,DE-SH-NF,33
2025/03/30,DE-SH-KI,21
2025/03/30,DE-SH-NF,0
2025/03/31,DE-SH-KI,26
2025/03/31,DE-SH-NF,33
2025/04/01,DE-SH-KI,14
2025/04/01,DE-SH-NF,37
2025/04/02,DE-SH-KI,12
2025/04/02,DE-SH-NF,55
2025/04/03,DE-SH-KI,28
2025/04/03,DE-SH-NF,59
2025/04/04,DE-SH-KI,22
2025/04/04,DE-SH-NF,68
2025/04/05,DE-SH-KI,30
2025/04/05,DE-SH-NF,65
2025/04/06,DE-SH-KI,30
2025/04/06,DE-SH-NF,48
2025/04/07,DE-SH-KI,20
2025/04/07,DE-SH-NF,1
2025/04/08,DE-SH-KI,25
2025/04/08,DE-SH-NF,4
2025/04/09,DE-SH-KI,20
2025/04/09,DE-SH-NF,8
2025/04/10,DE-SH-KI,25
2025/04/10,DE-SH-NF,0
2025/04/11,DE-SH-KI,26
2025/04/11,DE-SH-NF,0
2025/04/12,DE-SH-KI,46
2025/04/12,DE-SH-NF,98
2025/04/13,DE-SH-KI,41
2025/04/13,DE-SH-NF,73
2025/04/14,DE-SH-KI,15
2025/04/14,DE-SH-NF,85
2025/04/15,DE-SH-KI,23
2025/04/15,DE-SH-NF,86
2025/04/16,DE-SH-KI,26
2025/04/16,DE-SH-NF,75
2025/04/17,DE-SH-KI,14
2025/04/17,DE-SH-NF,45
2025/04/18,DE-SH-KI,1
2025/04/18,DE-SH-NF,70
2025/04/19,DE-SH-KI,14
2025/04/19,DE-SH-NF,84
2025/04/20,DE-SH-KI,16
2025/04/20,DE-SH-NF,105
2025/04/21,DE-SH-KI,1
2025/04/21,DE-SH-NF,38
2025/04/22,DE-SH-KI,29
2025/04/22,DE-SH-NF,36
2025/04/23,DE-SH-KI,27
2025/04/23,DE-SH-NF,65
2025/04/24,DE-SH-KI,35
2025/04/24,DE-SH-NF,66
2025/04/25,DE-SH-KI,43
2025/04/25,DE-SH-NF,78
2025/04/26,DE-SH-KI,33
2025/04/26,DE-SH-NF,58
2025/04/27,DE-SH-KI,35
2025/04/27,DE-SH-NF,102
2025/04/28,DE-SH-KI,38
2025/04/28,DE-SH-NF,89
2025/04/29,DE-SH-KI,25
2025/04/29,DE-SH-NF,68
2025/04/30,DE-SH-KI,21
2025/04/30,DE-SH-NF,78
