area_type,lat,lon,locId,locName,species_richness
urban,54.4727374,9.0710916,L13443023,Mauseberge,3
urban,54.4789136,9.6897017,L58156253,"17 Bramberg, Fleckeby, Schleswig-Holstein, DE (54.479, 9.69)",3
urban,54.4901626,9.0381975,L43958075,BCSH,3
urban,54.495647,9.035395,L56393039,"Lund 19, Husum DE-Schleswig-Holstein 54.49565, 9.03540",1
urban,54.5239787,8.9958265,L30440320,"7 Süderweg, Wobbenbüll, Schleswig-Holstein, DE (54,524, 8,996)",3
urban,54.612071,9.497595,L59211638,Elmholz,3
urban,54.624773,9.956076,L43617447,"Köllnerfeld 2, 24398 Winnemark",8
urban,54.7461991,9.4616086,L39620437,Feld / Wielenberg,2
urban,54.7469113,9.4634607,L50856462,Wielenberg,4
urban,54.7711253,9.9058485,L7759096,"Mühle Charlotte, Gelting",7
urban,54.7774957,9.4452041,L59015676,"78 Kanzleistraße, Flensburg, Schleswig-Holstein, DE (54.777, 9.445)",1
urban,54.7860211,9.4291549,L17672047,"Alter Friedhof, Flensburg",5
urban,54.7932187,9.4242834,L55833150,Jobcenter Flensburg,1
urban,54.7956331,9.4312458,L58741866,Schiffbrücke/Wasserspiel Phänomenta,1
urban,54.81244,9.43018,L55356278,"Ostseebad, Flensburg DE-Schleswig-Holstein (54.8124,9.4302)",1
urban,54.825144,9.420877,L14936746,Strandbad Wassersleben,7
urban,54.872488,8.884203,L47195904,Tannenring,1
urban,54.8931885,8.7618155,L13434103,Ruttebüller See (DE),6
urban,54.8966082,8.750498,L59141662,Rudbøl,1
urban,54.9046961,8.8295528,L13434310,Aventoft,1
